"Name","Acronym","No. INSCRIP-TION","DATE DE RECONNAISSANCE","Contact person","Address","Website","Tel","Base country of org","Sector","Location","Ali's notes","NATIONALITE","No. DU MONITEUR","Notes"
"Promotion pour le Rayonnement Intellectuel, Social et Evangelique","PRAISE",,,"Kesner Vélima","Ruelle Jn Jacques # 15 bis, Nazon",,"406-2527","Haiti",,,,,,
"Association des Jeunes Evangeliques d'Haiti/ Gonaives","ASJEGO",,,"Louis Marc Henris","Ruelle Lacroix # 12",,"722-0780","Haiti","Arts & Culture",,,,,
"Organisation pour le Developpement de Petit-Anse","OEP-NORD",,,"Fenelon Georges","Ruelle Magloire Petite-Anse # 7",,,"Haiti",,,,,,
"Asosyasyon Fanm pou Devlopman Dèlma 4","AFDD4",,,"Gaspard Delcame","Ruelle Mariella et rue Charlm  Peralte # 262",,"428-1745","Haiti","Women's Programs",,,,,
"Syndicats des Chauffeurs Professionnels d'Haiti","SCPH",,,"Bien-Aimé","Ruelle Metropol # 26, Carrefour",,"3750-4201","Haiti",,,,,,
"Organisation des Chretiens pour le Developpement d'Haiti","DOCH",,,"_____________","Ruelle Neptune, imp Allen # 74 Martissant",,"3526-2214","Haiti",,,,,,
"Action Medico Agricole pour le Developpement Durable d'Haiti","AMADDH",,,"Dr Claude Gilles Hyppolite","Ruelle Nouvelle # 197, les Anglais/39, rue Stella delmas 4",,"411-5983","Haiti","Agriculture",,,,,
"Club des Amis Penseurs pour le Progrès du Nord-Ouest","CAPPNO",,,"Cherichel Jean Ricot","ruelle Rivière # 113, 3e Section Comm. Jean Rabel",,,"Haiti",,,,,,
"Organisation du Developpement de Riveau Bas Limbé","ODRID-NORD",,,"Phicias Jean Ricot","ruelle Saut-d'Eau",,"3779-1398","Haiti",,,,,,
"Cooperation Chretienne pour le Developpement Intégral de Bertin","CCDIB",,,"Past Jean Fritz Jules","Ruelle Titus prolongée",,"3799-8296","Haiti",,,,,,
"Mouvement d'Organisation de Sapotille pour le Developpement","MOSD",,,"Eugène Jean Joseph","Ruelle Titus prolongée, route Degant Christ-Roi",,"3420-3144","Haiti",,,,,,
"Confedération Nationale des Elus des Collectivités Territoriales d'Haiti","CONECTHA",,,"Eglaus Merance Fabienne","Ruelle Vaillant # 38 bis",,"3727-3038","Haiti",,,,,,
"Himalaya Produits Nationals","HPN",,,"Paulna Etienne","Ruelle Vaillant # 46 bis",,"411-9925","Haiti","Health",,,,,
"Association des Volontaires MUCIAVM","AVM",,,"Emeline Désert","Ruelle Vaillant, Coté droit # 30"" Renouvellement""",,"2245-4662","Haiti",,,,,,
"Centre de Nutrition et de Developpement","CND",,,"Amboise Jean François","Ruelle Waag # 8 Port-au-Prince",,"452-4473","Haiti","Agriculture",,,,,
"Association Culturelle de Haut Mancelle","ASCHAMA",,,"Alouizor Johnny","Ruvière Mancelle 2eme Section Communale de Gros-Morne",,"452-8818","Haiti","Arts & Culture",,,,,
"Association des Parents du Centre Rural d'Education Populaire(CREP)","ASCREP",,,"Josil Joseph","Sabin",,,"Haiti",,,,,,
"Groupe d'Appui et de Progrès pour la Coordonation de la Region Sud'Est","GAP-CRSE",,,"Francis J.D. Alcantara","Sable Cabaret ( Jacmel)",,"3657-3392","Haiti",,,,,,
"Groupe D'Action et Progrès pour la Coordination de la Region du Sud'Est","GAPCRSE",,,"Francis Desvallons Alcanfara","Sable Cabaret, 13 eme Section Commune Jacmel",,,"Haiti",,,,,,
"Organisation pour la Reforme et le Developpement Intégré","ORDI",,,"______________","Saint Jean du sud",,"485-6918","Haiti",,,,,,
"Saint Louis Demain","SALD",,,"Clovel Richemond","Saint Louis du Nord",,,"Haiti",,,,,,
"Organisation pour le Developpement de la Commune de Saint Louis du Sud","ODEVCOSAS",,,"Seder Régiste /  Président","Saint Louis du Sud # 81, rue J.Jacques Dessalines "" Renouvellement""",,"3730-6042","Haiti",,,,,,
"Univers Culturel et Linguistique des Amis en Famille","UCLAF",,,"Samuel Zetrenne","Saint Martin de Tours entre delmas 3 et 5",,"3790-5447","Haiti","Arts & Culture",,,,,
"Comité Sportif de la Ruelle Innocent","CSRI",,,"Michel Platini Cedat","Saint Martin, rue A innocent, impasse F. Doret # 5",,"3611-5505","Haiti","Children & Youth",,,,,
"Organisation des Jeunes Progressistes de Saintard","OJPS",,,"Lormil Jean Martin","Saintard",,"550-9440","Haiti",,,,,,
"Association Technicien Greffeur de Sainte Hélène","ATGS",,,"Morcy Yvenor","Sainte Hélène",,"3692-9554","Haiti",,,,,,
"Organisation des Paysans de Saint-Felix","OPSF/SUD",,,"Pierre Jean Gerard","Saint-Felix Torbeck, Cayes",,"415-6947","Haiti",,,,,,
"Comité Réhanilitation de Saint-Georges","CORES",,,"_________","saint-Georges, 3eme section de Saint-Louis du Sud",,"3863-9479","Haiti","Other",,,,,
"Canadian Foundation For World Development/Reach Out To Haïti ","CFWD-HAITI",,,"Louise Griep","Saint-Marc, B.P 44",,,"Haiti","Agriculture, Health, Education, Food Security                                ",,,,,
"Fondation Marie Michelle R. Fournier ","FMMRF",,,"Marie Michelle R. FOURNIER","Saint-Marc, Bois Neuf, 84km",,"548-3017 ","Haiti","Education",,,,,
"Jeunsse pour Christhaiti","JPCH",,,"Galilée J. Perilus","Saint-marc, Frecineau # 15",,,"Haiti",,,,,,
"Mission Espoir pour les Orphelins dHaiti/Mission Hope for Orphans of Haiti","MHOH",,,"Galilée J. Perilus","Saint-Marc, Haiti",,"780-2561","Haiti",,,,,,
"Groupe de Reflexion pour le Developpement Agricole et Appui aux Activités Paysannes","GRAD",,,"Petigny Roselie","Saint-Marc, Haiti, rue Cgristophe # 9",,"279-1031","Haiti",,,,,,
"Gwoup Fanm Belot pou Liberasyon Ayiti","FGBLA",,,"Gency Lozier","Sans fil, rue Belot # 77",,"422-4006","Haiti","Women's Programs",,,,,
"Rezo Fanm Savanet","RFS",,,"Arliquitac Filsma","Sant premye seksyon kominal Montòganize",,,"Haiti","Women's Programs",,,,,
"Organisation pour la Réhabilitation de l'Environnement et la Lutte contre la Pauvrété en Haiti","ORELPH",,,"Delice Valière","Santo #17, rue la Paix # 4bis",,,"Haiti",,,,,,
"Collectif pour le developpement Integral de la Plaine du-Cul-de Sac","COLDIP",,,"M. Monpremier Dismond","Santo 12 B # 7",,"446-7435","Haiti",,,,,,
"Organisation pour le Maintient de l'Environnement de Santo","OMES",,,"Saul Jean Pierre","Santo 12 imp Dargand # 58",,"3796-5987","Haiti",,,,,,
"Organisation Maison Notre Dame de Lourdres","OMNDL",,,"Mme Maud E. Laurent / président","Santo 14 en face 13, rue Chantale # 22 "" reniouvellement 1 """,,"3458-8414","Haiti",,,,,,
"Konbit Nèg Santo pou Devlopman","KNSD",,,"Georges Fergerson","Santo 14, impasse Verdieu 558F",,"3438-5350","Haiti",,,,,,
"Fondation J.B Emilus Food Program","JBEFP",,,"Juny Baldé Ermilus","Santo 14B Rte de la Croix-des-Bouquets",,"446-6639","Haiti",,,,,,
"Mouvement Evangelique et Social du Premier Amour des Disciples","MESPAD",,,"Philippe Sauveur","Santo 15 impasse Da # 15, Croix des bouquets",,"449-5784","Haiti","Arts & Culture",,,,,
"Mouvement des Organisation Socisles pour l'Avanecement d'Haiti","MOSAH",,,"Phito Lafleur","Santo 18 A",,"3697-6210","Haiti",,,,,,
"Groupe d'Appui aux Services de la Communauté Haitienne","GASCH",,,"Fontaine Léomène","Santo 2 Prolongée, Carrefour # 21 au local de l'Institut",,"454-7152","Haiti","Education",,,,,
"Organisation de Deéveloppement des Citoyens Concernés de la Plaine du Cul-de-Sac","ODC3P",,,"Don Jean Voltaire","Santo 204 # 116",,"3723-6588","Haiti",,,,,,
"Organisation pour le Developpement de Tamarin/ Santo","OPDTS",,,"______________","Santo 21C, rue Tamarin # 72",,"555-8222","Haiti","___________",,,,,
"Association Passionante Haitienne","PHASS",,,"Pierre Alexis","Santo 25 entrée Carrefour Marassa, Rue Veille # 5 bis "" Renouvellement""",,"561-1489","Haiti",,,,,,
"Fédération Nationale de Transport et des Travailleurs Haitiens","FENATRATH",,,"Copnstant Je an Fritz","Santo 25, Carrefour Marassa, Croix des Bouquets",,,"Haiti",,,,,,
"Syndicat de Transport Public Haitiano Dominicain","STPHO",,,"Constant Jean Fritz","Santo 25, Carrefour Marassa, Croix des Bouquets",,,"Haiti",,,,,,
"Union Solidarité Caribéenne","USOCA",,,"René Jean Felix","Santo 25, imp Canaan # 25",,"3450-3320","Haiti",,,,,,
"La Beauté Spirituelle des Enfants /Spiritual Beauty of the Children","SBC/BSE",,,"Mme Emilide Drice /Présidente","Santo 25, rue Leveillé # 44",,"3743-3485","Haiti","Children & Youth",,,,,
"Organisation pour le Developpement de la Prmière section Varreux","ODPSV",,,"Medestin Noé","Santo 3 et Lilavois 8 et 11, première Section Varreux commune de la Croix des bouquets departement l'Ouest",,"790-9534","Haiti",,,,,,
"Federation des Associations pour le Developpement de Fonds-Verettes","FADEF",,,"Medese Louis","Santo 8 imp. Nesly # 71",,"409-2764","Haiti","Education",,,,,
"Groupe Dynamique pour la Survie d'Haiti","GRODYSH",,,"Wilson D.Pierre Louis","Santo, Croix des bouquets, 2 imp jn Poute  SOS",,,"Haiti",,,,,,
"Mouvement Pax Christy Ayiti","PCA",,,"Junior St. vil","Santo19, à la rue des Manguiers, l'impasse Frantz # 2",,,"Haiti",,,,,,
"Association des Leaders Evangeliques de la Caraibe","ALEC",,,"Herard Jacquenel","Sapotille, Carrefour",,"449-7809","Haiti",,,,,,
"Organisation des Agriculteurs et des Co-créateurs Intégrés pour le developpement","OACID",,,"Brévil Watson","Sarthe 40, imp. Union # 2",,"936-3296","Haiti","Agriculture",,,,,
"Réseau des Ecoles Catholiques Privés de la Plaine","RECP",,,"Pierre Jean Fremont","Sarthe 41, CarrefourVincent # 64",,"565-3509","Haiti","Education",,,,,
"Association des Penseurs Réunis de Sarthe","APRES",,,"Toussaint Schultz","Sarthe 41, ruelle Dessalines # 67",,"3412-6672","Haiti",,,,,,
"Fonds d'Assistance Mutuelle","FAM",,,"Innocent Pierre Yvon","Sarthe 43, derrière les Antennes de la Radio Commerce",,,"Haiti",,,,,,
"Organisation des Femmes en Lutte pour Combattre la Misère","OFALCHAM",,,"Ing Rosenie Jn Baptiste","Sarthe 45 prologé, Route Nerette Blanchard, rue Arald",,"3670-0888","Haiti","Women's Programs",,,,,
"Organisation des Citoyens pour Sauvegarder l'Environnement de Blanchard","OCYSEB",,,"frederic Jean Luckson","Sarthe 45 rte nationale #  Aral prol.",,"3487-2293","Haiti","Agriculture",,,,,
"Union Nationale de l'Egalité Sociale des Chretiens en Action","UNESCA",,,"Gilles Abenson","Sarthe 45, entrée Arald, rue Cangé # 44",,"405-8481","Haiti",,,,,,
"Mouvement Progressiste de Blanchard","MOPROB",,,"Pierre Michel Garçon","Sarthe 45, rue Aral Prolongée 2eme rue Chretien # 40",,,"Haiti",,,,,,
"Fédération des Organisations Sociales pour Sauver des Personnes en Difficultées de Sarthe","FOSSPDS",,,"Pierre Paul Hetonique","Sarthe 45, rue Samarie et Pierre Paul # 50",,"3710-3158","Haiti",,,,,,
"Centre d'Education Civique à Orientation Professionnelle en Haiti","CECOP-HAITI",,,"Carrenan Dukens","Sarthe 45, true Cangé # 336 bis, imp",,,"Haiti","Education",,,,,
"syndicat des Employés de Delimart","SAD-BO",,,"Job. Choute","Sarthe 51, rue Dubbé impassse Odillon3 24",,"730-7102","Haiti",,,,,,
"Oganizasyon Fos Konbit pou Sove Anviwonman Ayiti","AFOKSAA",,,"Noël Nikelson / Coord. Gnle","Sarthe 55, rue des Mines # 17",,,"Haiti",,,,,,
"Organisation la Voix du Progrès de Sarthe","OVOPROSA",,,"_____________","Sarthe prolongée, angle rue Samarie et Pierre Paul # 50",,"710-3158","Haiti",,,,,,
"Organisation pour la Promotion des Artistes et des Groupes Evangeliques","OPAGEV",,,"Jocelyn Pierre","Sarthe, Port-au-Prince",,"3475-2960","Haiti",,,,,,
"Organisation Plan d'Action pour l'Avancement et le Developpement Essentiel du Pays","OPADEP",,,"__________","Sarthe, route Nle# 1, 1er imp. Marlot# 2 & 24""Renouvellement""",,,"Haiti",,,,,,
"Volontaires Haitiens pour Aider les Enfants Abandonnés de l'Ouest","VHAEAO",,,"Anselme Fermande","Sarthe, rue Nerette prolongé # 19",,"3663-8789","Haiti","Children & Youth",,,,,
"Centre Marie Reine des Coeurs","CMARC",,,"Marie Carmel Saint Aromand","Sartre 55 # impasse Bertho "" Renouvellement""",,"3640-6809","Haiti","Women's Programs",,,,,
"Mouvement pour le Developpement de Sault-du Baril","MODESBA",,,"Ernèst Legerme","Sault-du-Baril",,,"Haiti",,,,,,
"Asosyation plantè pou devlopman Koup Madigra","APDKMA",,,"Genet Volcius","Saut d'Eau 3eme seksyon kominal Coup Madigra",,,"Haiti","Agriculture",,,,,
"Oganizsyon Plantè pou Devlopman Masak Koup Madigra Sodo","OPDMAK-SO",,,"Isaac Israel","Saut d'Eau, 3eme seksyon",,"3696-8208","Haiti",,,,,,
"Asosyasyon Plantè pou Devlopman Koup Madigra","APDK MA",,,"Genet Volcius","Saut d'Eau, 3eme seksyon kominal Coupe Madigra",,,"Haiti","Agriculture",,,,,
"Organisation pour le Developpement Collectif des Paysans Haitiens","ODCPHA",,,"Petit Frère André Paul","Saut-d'Eau",,"511-1893","Haiti",,,,,,
"Association des Femmes pour le Développement de Saut-Mathurine","AFDSM",,,"Elouse Cerisier","Saut-Mathurine",,"3492-9911","Haiti","Women's Programs",,,,,
"Organisation des Jeunes pour le developpement Rurale","OJDR/SUD'EST",,,"Monvevil Fednel","sauvage 9eme section Communale de Bainet",,,"Haiti",,,,,,
"Association Men Kontree pour le Developpement de la Population de Savane-Blonde","AMKDPSB",,,"Saint-Elus Rosenet","Savane- Blonde Carrefour, rte de Balanzon, # 10, imp. Foi de Job Croix des Bouquets",,,"Haiti",,,,,,
"Association Paysanne de la Communauté Savanne Plate","APEKSAP",,,"Pierre Louis Janès","Savane Plate, 2eme Section Commune Marmont",,,"Haiti",,,,,,
"Groupe de Recherche et d'Action pour le Developpement du Far-EST","GRAAFE",,,"Antoine Bertin","Savane-au-lait, Section communale de Ouanaminthe",,,"Haiti",,,,,,
"Solidarité pou Avansman Komité Savanèt","SAKS",,,"Elicène Morojeune","Savanet, 2eme section, Lokalité Bertran",,"3680-3876","Haiti",,,,,,
"Mobilisation Paysans Baptiste Savanette","MPBS",,,"Louis Joseph Joel","Savanette "" Renouvellement""",,,"Haiti",,,,,,
"Organisation des Paysans pour le Developpement de Bassin-Visite Savanette","OPDBS",,,"Micaël Eldivert","Savanette, Departement du centre",,"3714-4377","Haiti",,,,,,
"Union Fait la Force","UFF",,,"André Laurant","Savanne Dubois",,,"Haiti",,,,,,
"Association Progressiste de la Zone Environnante de Savanne la Coupe","APZES",,,"Belle Branche Léopold","Savanne la Coupe # 34, route de Lascarobas",,"3495-2304","Haiti",,,,,,
"Organisation des Jeunes Universitaires pour le Developpement","PJUDP/MORON",,,"Jean Joseph Dunis","Savanne Poussière, Moron, Grand'Anse, Haiti",,,"Haiti","Education",,,,,
"Lutte des Jeunes pour le Developpement de la Petite Rivière de l'Artibonite","LJDRA",,,,"Savien, Petite Rivière 5 rue Cangé P-a-P Haiti",,,"Haiti",,,,,,
"Asosyasyon Gwoupman Peyizan Koray","AGPEKO",,,"____________________","Section Communale Corail de Port Margot",,,"Haiti",,,,,,
"Mouvement des Paysans pour le Developpement de la Section Communale de Dumont / Port-Salut","MPDSCD/PORT-SALUT",,,"Joseph Sylvestre","Section Communale de Dumont",,,"Haiti",,,,,,
"Comité d'Initiative pour le Developpement Communautaire de Sarrezins","CIDECOSA",,,"Pierre Léopold","Section communale de Sarrazins, Savane Lacoupe",,"461-3650","Haiti",,,,,,
"Mouvement des Paysans pour le Developpement de la Section Communale de Barbois / Port-Salut","MPDSCB/PORT-SALUT",,,"Desmornes Delinor","Section Commune de Barbois",,"3618-7742","Haiti",,,,,,
"Comité d'Initiatives 8e Section de Limbé","CI8ESECTION",,,"_______________","Section D'Ilet à Cornes Limbé",,,"Haiti",,,,,,
"Comité d'Initiative 8eme Section de Limbé","CI8EMESECTION",,,"Pierre Irame","Section d'Ilet-à-Cornes Limbé",,,"Haiti",,,,,,
"Asosyasyon Peyizan pou Devlopman Agrikol Sèka-kavajal","APEDASK/CENTRE",,,"Edouard Phanord","Sèka-Kavajal",,,"Haiti",,,,,,
"Aksyon Jenès Anfans Devlopman Ekonomik ak Sosyal","JAKDESA",,,"Jean Frède","Seksyon kominal Gaya, Kay-Jakmel",,"3720-1688","Haiti",,,,,,
"Kòdinasyon Travayè Sen Rafayèl-Batay Ouvriye","KTSR",,,"Wilfrid Pierre","Sen Rafayèl, Nord",,"406-2696","Haiti",,,,,,
"Organisation des Citoyens Reunis pour le Developpement Educatif de Thiotte","OCRDET",,,"Jean Paul Berlin","Senat de la Répuplique, service de la questure",,"3416-9007","Haiti",,,,,,
"Asosyasyon Fanm Bokozèl","ASFAB",,,"Ulysse Mercina","Senmak Bokozèl 50eme seksyon",,,"Haiti","Women's Programs",,,,,
"Asosyasyon pou Devlopman Sent Sizan","APDSS",,,"Philoclès Lefranc","Sent-Sizan",,"711-1266","Haiti",,,,,,
"Organisation pour le Durable Economique et Sociale de la Commune de Cerca-la-Source","ODDESOCC",,,"Mr Debreus Durand","Serca-la-Source, Hinche Haiti",,"218-2684","Haiti",,,,,,
"òganizasyon Peyizan 7eme seksyon Kominal Gwo-Mòn","OP7G",,,"Seme Benoit","Setyèm Seksyon Gwo-Mòn",,"3493-9495","Haiti",,,,,,
"Association Enfants dans le Desert d'Haiti","EFDHA",,,"Mme Solange Joissaint","Seul, 11eme Section Petit-Goave",,"483-1788","Haiti","Children & Youth",,,,,
"Association Organisée pour le Developpement de Shada II","ADOS-NORD",,,"Guerrier Henriot","Shada II",,,"Haiti","Economic Development",,,,,
"Fanm pa Chita de Shada II","FPCS-NORD",,,"Michel Bertha","Shada II Cap Haitien",,"3490-1763","Haiti","Women's Programs",,,,,
"Organisation des Jeunes Progressistes pour le Developpement","OJEPRODE",,,"Jean Anel","Siège principal # 69, rue Pinchinat Pétion-ville",,"402-6609","Haiti","___________",,,,,
"Organisation des Jeunes pour l'embélissement de Banane/Anse-à-Pitres","OJEB/ANSE A PITRE",,,"Pierre Bruny","Siège Social Banane",,,"Haiti",,,,,,
"Organisation pour la Promotion des Droits Humains","OPDH/NORD",,,"______________","siège Social Cap-Haitien, Madeline # 70, ruelle Capose",,"431-2588-","Haiti","Human Rights",,,,,
"Association des Travailleurs de Nan Roger Bananier ""Port-de Paix''","ATR",,,"Rosma Rosly","Siège Social Localité Roge",,,"Haiti","---",,,,,
"Association pour le Développement Economique de Marfranc ''Grand'Anse Jérémie'''","ADEMAR",,,"Garnier Pierre Louis","Siège Social Marfranc",,,"Haiti",,,,,,
"Association des Etudiants en Médecine Oeuvrant pour la Décentralisation de Santé Haïti","AMODESAH",,,"Exumé Markens","Siège social P-au-P Haïti # 46 rue Arcacia Christ-",,,"Haiti","Health",,,,,
"Organisation des Gens Economistes pour le Developpement de l'Artibonite","OGEDA",,,"Saintilus Bertony","Siège Social, Temple Eglise de Dieu, 1ere Rlle saintilus",,,"Haiti",,,,,,
"Mouvman Fanm Vanyan Gwo Cheval","MOFAVG",,,"Marie Jucelaine","Simeyon, Fond Verêt",,,"Haiti","Women's Programs",,,,,
"Mouvman Tèt Ansanm Kore Fanm","MOTAFKA",,,"________________","Simon Pele, # 33",,"419-1052","Haiti","Women's Programs",,,,,
"Association des Planteurs de Simon","APS",,,"Premier Joseph Edner","Simon, 1ere sectincommunale des Cayes",,"3752-5253","Haiti","Agriculture",,,,,
"Rassemblement des Jeunes Frères pour la Renaissance de la Paix à Cité Soleil","RJFRPCS",,,"Toussaint Hérold","Sise à l'intitution Mixte Frère Selon à l'interieur",,"666-8480","Haiti",,,,,,
"Comité Base Normale de la Fosette","CBNF-NORD",,,"Joseph Gemes","Situe à la Rue 04 au 911 la Fosette Cap Haitien",,,"Haiti",,,,,,
"Rassemblement des Artistes de Cité Soleil","RACIS",,,"Rigodon Daniel Alexandre","Soleil 10 # 33",,,"Haiti","Arts & Culture",,,,,
"Action pour la Réhabilitation et le Developpement Culturel à Cité Soleil","ARDECCS",,,"Jean Paul Lamour","Soleil 10 # 74",,"3412-7700","Haiti","Arts & Culture",,,,,
"Groupe de reflexion et d'Action de cité Soleil","GRACIS",,,"Erick Galeus","Soleil 12, Cité Soleil",,"3671-8044","Haiti",,,,,,
"Organisation des Vigilants Assemblés de Cité Soleil","OVACS",,,"Hegain Pierre","soleil 17, rue fortiel # 33",,"733-9631","Haiti",,,,,,
"Centre de Recherches et de Developpement Humain","CHARDH",,,"Je an Salix","Soleil 18 # 22, Delmas 11 # 121 bis",,"3630-2381","Haiti",,,,,,
"Coalition des Ecoles de Varreux","CEV",,,"Aristhène Gilbert","Soleil 21 # 115",,"471-3877","Haiti","Education",,,,,
"Association Militant Artisant Soleil","OMAS",,,"Sevrin Luckner","Soleil 27 bis # 5",,"761-9891","Haiti","Economic Development",,,,,
"Konbit Fanm Lento 1","KFL1",,,"___________","Soleil 4 # 12",,"551-3069","Haiti","Women's Programs",,,,,
"Organisation des Femmes Victimes de Cité Soleil","OFVCS",,,"Mondesir Olga","Soleil 7 Port-au-Prince haiti",,"411-1590","Haiti","Women's Programs",,,,,
"Organisation pour la Renovation de la Zone Cité Soleil","OREZON",,,"Paul Phycien / President","Soleil 8",,"3812-6279","Haiti","Housing",,,,,
"Association pour la Rehabilitation des jeunes Handicapés et des Viellards de la Commune de Ciété Soleil","AREJEHAVICCS",,,"Luckson Larose","Soleil Wharf 18 # 16",,"3566-4150","Haiti",,,,,,
"Association des Jeunes pour le Renouvellement de Soliette","AJRS",,,"Timé Cauvien","Soliette II, rue Platon, 5 commune Fonds Verrettes",,,"Haiti",,,,,,
