,,,,"name","acronym","no. inscription","date de reconnaissance","contact person","address","website","phone","base country","sector","location","alis notes","nationalite","no. du moniteur","notes"
1003,,,,"Société Haitian de Réhabilitation et de Développement ","SOHARED","B-0422",13-Jul-2007,"M. Joseph E. Robert Allen","54, Rue Lamartinière, Bois Verna (3ème Etage)",,"710-1531",,"Humanitarian Assistance ","Nippes , Paillant",,"Haitian",,
1034,,,,"Survie et Solidarité pour Haïti ","SURSO","B-0188",7-Jun-1995,"Henri BOUILLON","63, rue Walker, Morne Hercule",,"257-0767",,"Humanitarian Assistance ","Port-au-Prince (Pétion-Ville)",,"Haitian",,
1042,,,,"Timoun Kap Teke Chans  ","TIMKATEC","B-0238",4-Apr-1996,"Père Joseph M. SIMON","59, Rue Derenoncourt, P-V",,"257-1397",,"Humanitarian Assistance ","Pétion-Ville",,"Haitian","# 66-A, 9/9/96",
1053,,,,"Union des Chrétiens pour la propagation de l'Evangile et le Community Development","UCPEDEC","B-0298",19-Mar-2002,"M. Morange BEAUPLAN","B.P 19056, Bas Peu de Chose,                 P-au-P",,"402-4571",,"Humanitarian Assistance ","North-OEast: Môle St Nicolas",,"Haitian",,
1055,,,,"Union Nationale pour le Développement Humain","UNDH","B-0368",13-Dec-2004,"Nicolas JEAN RONY","381, Ave John Brown",,"402-6387",,"Humanitarian Assistance ","Port-au-Prince; (Carrefour, Delmas, Croix des Bouquets)",,"Haitian",,
1083,,,,"Viva Rio","Viva Rio","B-0457",9-Feb-2009,"Ruben Cesar FERNANDES","67, Boulevard Jean Jacques Dessalines       vivario@vivario.org.br",,"2223-240",,"Humanitarian Assistance ","Bel-Air et ses environs",,"Brazilian",,
"x",,,"c","World Concern ",,,,," #10 Port-au-Prince Haiti ","http://www.worldconcern.org/ ",,,"Humanitarian Assistance "," ",,,,
"x",,,"c","World Neighbors","Voisins Mondiaux / WN ",,,"worldneighbors@acn.com ",,"http://www.usaid.gov/ ","2245-8613",,"Humanitarian Assistance "," ",,,,
204,,,,"Centre de communication sur le SIDA et la Santé","CECOSIDA",,,"Roosevelt Jean-Francois, Edner Boucicault","80, rue Vaillant, Port au Prince","www.cecosida.org,   rojefra@yahoo.fr,     sergyfg@yahoo.fr","2510-9340",,"Media, Health, ",,,,,
648,,,,"Internews",,,,"Louise BRUNET",,"www.internews.org",,,"Media, Advocacy & Policy, ",,,,,
794,,,,"Office de Concertation pour le Développement ","OCODE","B-0205",20-Nov-1995,"Dominique JOSEPH","Delmas 48, rue Laurier, Imp. Providence # 82 ",,"249-4948",,"Media ","West",,"Haitian",,
,,,,"UNITE DE RECHERCHE ET D'ACTION MEDICO-LEGALE","URAMEL","-",,,"11 Rue Camille Léon Bois Verna Port-au-Prince, Haiti ","http://www.uramel.net/",,,"Health, Advocacy & Policy, ",,,,,
119,,,,"Association pour la Coopération avec la Micro
Entreprise","ACME",,,"Sinior Raymond","11, rue Bois Patate, Port-au-Prince, Haïti",,"245 4584",,"Microfinance ",,,,,
"x",,,"c","Centre d’Appui Régional à la Microfinance","CARM Nord ",,,"carm-nord@dai.com ","13 Route de l’ODN Vertières en face du bureau de ","http://www.daifinnet.com/ ",,,"Microfinance "," ",,,,
"x",,,"c","Centre d’Appui Régional à la Microfinance","CARM Sud ",,,,"4 Rue Toussaint Louverture Les Cayes Haiti ","http://www.caritas.org/ ",,,"Microfinance "," ",,,,
,,,"gc","Collectif du Financement Populaire ","KOFIP",,,"Monsieur CHARLES Omer, Directeur Exécutif","Rue Audant # 10 6111 Pétion Ville ",,,,"Microfinance ",,,,,"found info here: http://www.miva.ch/par003sam.asp?Link=Haiti"
,,,"gc","Coordination de Developpement de programmes de l’Eglise Methodiste en Haiti ","COD/EMH",,,"Jean-Michel Basquin, Directeur Général, E-mail : emhcod@hotmail.com","Delmas 95 Delmas Haïti",,"2257 9228",,"Microfinance ",,,,,
,,,"x","FONDESPOIR",,,,"M. Lesly Francois / Mme Sherly Bayard","19, rue Fasutin 1er",,,"Haiti","Microfinance ",,,,,
,,,"x","Fonds Haïtien d'Aide à la Femme ","FHAF","B-0347",5-Dec-2003,"Elisabeth Colimon WOOLLEY","14, Rue des Miracles (Immeubles Sogebank)",,"510-7373",,"Microfinance ","West",,"Haitian",,
,,,"x","Fonkoze",,,,"Anne Hastings","50 F Street NW, Suite 810, Washington, DC 20001","www.fonkoze.com","(202) 628-9033","USA","Microfinance ","Entire country",,"USA",,
,,,"gc","Fonpou Ede Moun Avanse (found Finansman pou ede moun avanse ","FEMA",,,"Dr. Hubert Morquette","World Relief, 7 East Baltimore Street, Baltimore MD, 21202","http://community.wr.org/Page.aspx?pid=1530","443.451.1900",,"Microfinance, HIV/AIDS, Economic Development",,,,,"Managed by World Relief "
506,,,,"Foundation for International Community Assistance","FINCA",,,"Serge Beaudry / Frantz Louis-Charles","94, Ave Cartagena, Les Cayes, Haïti","www.villagebanking.org","286-3020","Haiti","Microfinance ","Cayes                    ",,"Haitian",,
,,,"x","Grameen",,,,"see (Fonkoze)",,,,,"Microfinance ",,,,,"Grameen Foundation's mission is to enable the poor, especially the poorest, to create a world without poverty.  Building strong local institutions that reach even more people in the poorest communities is a cornerstone of our work. We help microfinance institutions, credit unions, cooperatives and poverty-focused organizations secure financing, develop strategies to attract and maintain a talented and dedicated workforce, and better track how quickly their clients are leaving poverty. "
,,,"gc","Groupe d’Appui pour l’Integration de la Femme du Secteur Informel ","GRAIFSI",,,"Carine Clermont, Membre du Comité de gestion; E-mail : graifsi@hotmail.com, cacler2001@yahoo.fr","5, 3ème Impasse Lavaud Port-au-Prince, Haïti",,"2245 0318",,"Microfinance ",,,,,
676,,,,"l’Association Nationale des Institutions de Microfinance d’Haïti","ANIMH",,,"Marie Pascale Théodate","87, rue Wallon, Place Boyer ","www.animhaiti.org","257 3405","Haiti","Microfinance, Economic Development, ",,,,,
,,,"gc","Les Caisses d’Epargne et de Credit (found
Association des coopératives d’épargne et de crédit haïtiennes*","ACOOPEC",,,,,,,,"Microfinance ",,,,,"seems to be connected to Developpement International Desjardins; or another option: http://www.anacaph.coop/ 5, Musseau Impasse Alexis, Delmas 60
Tél.: 2512-3277, 2942-3277 | Mailto:info@anacaph.coop"
,,,"x","Micro Credit Capital ",,,,,,,,,"Microfinance ",,,,,
,,,"gc","Micro Credit National ",,,,"Joseph Cléfils Similien, Directeur Général Adjoint jcsimilien@mcn.ht","27, 2ème ruelle Jérémie Port-au-Prince, Haïti"," www.mcn.ht","2244 0104",,"Microfinance ",,,,,
,,,"gc","National Association of Microfinance institutions in Haiti",,,," Sinior Raymond, Président du Conseil d’Administration Marie Pascale Théodate (Directeur Exécutif)  sraymond@animhaiti.org, ptheodate@animhaiti.org ","87, rue Wallon, Place Boyer Pétion-Ville, Haïti","Web : http://www.animhaiti.org",,,"Microfinance ",,,,,
,,,"gc","Sevis Finansye FONKOZE ",,,,"Danielle Bélair, Directrice dbelair@sffonkoze.com","119 Angle Avenue Christophe et Rue 7 Port-au-Prince, Haiti","http://www.fonkoze.org","2513 7641",,"Microfinance ",,,,,
"x",,,"c","ACAT ","ACAT ",,,,"BP 13423 Delmas Port au Prince Haiti ","http://www.acat.asso.fr/ ","2249-3218",,"Other "," ",,,,
5,,,,"ACDI/VOCA
 


",,,,"Susa Berkey
Elizbeth Adams, (202) 383-4994
Emmet Murphy  3653-9129
Maria Bina Palmisano
Managing Director, Food Security and Specialty Crops
Mathieu Lucius (509)3846-8345;  3657-1335
C/O Villa Creole
Myrtha Durand (509) 3433-6969/2256-1222

","( 92, Rue Grégoire, P.V)


50 F Street N Suite 1075
Washington, DC 20001, USA

92, Rue Grégoire Tel & Fax 2256-1222
Pétion Ville, Haït","SBerkey@acdivoca.org
eadams@acdivoca.org          
emurphy@acdivoca_haiti.org
mpalmisano@acdivoca.org
mathieu_lucius@yahoo.com/mlucius@acdivoca- haiti.org 
Mdurand@acdivoca-haiti.org
mydurand@hotmail.com

","
(202)383-4998
",,"Other ",,,,,
"x",,,"c","Association Française des Volontaires du Progrès","AFVP ",,,"afvpht@hainet.net ","B.P. 1312 Port-au-Prince","http://www.afvp.org/ ","2511-7748",,"Other "," ",,,,
"x",,,"c","Bon Nouvel ",,,,,"BP 1594 Port-au-Prince Haiti  etaj enprimri Lafalanj Pòtoprens Port-au-Prince Haiti ","http://www.rehred-haiti.net/ ",,,"Other "," ",,,,
"x",,,"c","Centre Pétion Bolivar ","CPB ",,,"cpb@haitiworld.com ","Rue Lambert #79 Retion Ville",,"2257-6748",,"Other "," ",,,,
"x",,,"c","Eritaj Foundation ",,,,"eritaj@eritajfoundation.org ",,"http://www.eritajfoundation.org/ ",,,"Other "," ",,,,
"x",,,"c","Fondation Bobech Vit ",,,,,"Delmas ",,"2245-3450",,"Other "," ",,,,
"x",,,"c","Fondation Le Mabouya ",,,,,,,"3403-3870",,"Other "," ",,,,
476,,,,"Fondation Yvan Guignard ","FYG","B-0292",19-Mar-2002,"M. Roger Trouillot","Rte Nle # 1, km80, Lanzac, rue Roy # 49",,"222-0995",,"Other ","Artibonite:  St. Marc (Lanzac)",,"Haitian",,
503,,,,"Foundation AfricAmerica","AAA",,,"Barbara Prezeau Stepheson","Musee Georges Liautaud, Noailles, Croix des bouquets","info@africamerica.org, Barbara@prezeau.com","3415-8239",,"Other ",,,,,
517,,,,"Foyer Pierre Toussaint, Cap-Haitien",,,,"Douglas Perlitz/ Andrews Schulteis","Rue 13, Cap Haitien, Haiti",,,,"Other ",,,,,
"x",,,"c","GRET"," GRET ",,,"grethaiti@yahoo.frPort-au-Prince Haiti ","1 impasse Chabrier Angle ruelle Butte Bourdon","http://www.gret.org/ ",,,"Other ",,,,,
608,,,"x","ICRC",,,,,,,,,"Other ",,,,,
"x",,,"c","IICA ","IICA ",,,,"BP 2020 Port-au-Prince Haiti ","http://www.iicanet.org/",,,"Other ",,,,,
621,,,,"Institut du bien-etre Social et de Recherches","IBESR",,,"Marie Carmelle Dejean","rue des marguerites 13, Port au Prince , Haiti",,"245-1346",,"Other ",,,,,
628,,,,"Institut Panos","PANOS",,,,"51, route du Canapé-Vert Port-au- Prince","www.panosinst.org","2511-1460",,"Other ",,,,,
"x",,,,"Kenber Foundation",,,,,,,,,"Other ",,,,,
"x",,,,"KIRO HAITI",,,,,,,,,"Other ",,,,,
668,,,,"Kombit Pou Ranfose Aksyon Lakay","KORAL",,,"Partner of Christian Aid",,,,,"Other ",,,,,
682,,,,"Lakay",,,,"Pere Attilo Stra","1 rue des Salesiens, Port au Prince,Haiti",,"510-7137",,"Other ",,,,,
685,,,,"LASAF","LASAF",,,"Pierre Antoine Jean","place Louverture N47, Jacmel, Haiti",,,,"Other ",,,,,
692,,,,"L'Escale Fontaine Duvivier",,,,"Dr. Nadine Burdet","Drouillard, PO Box 495, Port au prince Haiti",,"238-3820",,"Other ",,,,,
727,,,"x","MENFP Haiti ",,,,,,,,,"Other ",,,,,
"x",,,"c","OEA ","OEA ",,,,"4 rue FrançoisTelecoh.com Musseau Port-au-Prince Haiti ","http://www.jceh.org/ ",,,"Other ",,,,,
821,,,,"Organisation de Developpement et lutte contre la pauvreté","ODELPA",,,"Ficeline Rateau","2 rue Boisrond Canal, route des freres, Pieton Ville Haiti","odelpa2007@yahoo.fr,       rateau2004@yahoo.fr","35-556337",,"Other ","Plateau Central west",,,,
845,,,,"Organizacion Panamericana d e la Salud","OPS/OMS",,,,"No. 295 Avenue John Brown Port-au-Prince","www.ops-oms.org","2260-5700",,"Other ",,,,,
"x",,,"c","Program Fomasyon Pou Oganizasyan Dyakona","PWOFOD ",,,,"P.O. Box 53 Port-au-Prince Haiti ",,"2246-1454",,"Other "," ",,,,
914,,,,"Programme Alimentaire Mondial","PAM",,,,"387, Ave John Brown, Bourdon Port-au-Prince ","www.wfp.org","2510-3946",,"Other ",,,,,
"x",,,"c","Québec et America ","Oxfam",,,"oxfam-quebec@mediacom-ht.com ","Pacot Port-au-Prince Haiti","http://www.medialternatif.org/ ",,,"Other "," ",,,,
934,,,,"Rainbow House, Maion Arc en Ciel",,,,,"Rue Beaulieu, Boutilliers, Pieton Ville, Haiti","arcenciel@acn2.net","246-5596",,"Other ",,,,,
978,,,,"SEROVIE",,,,"Steeve Laguerre","22 rue Cheriez, Canapa Vert, Port au Prince Haiti","serovielife@yahoo.com","3445-7722",,"Other ",,,,,
"x",,,,"SOSYETE ANIMATE KOMINIKASYON SOYAL","SAKS","-","S",,,,,,"Other ",,,,,
1036,,,,"TERRE DES HOMMES","TDH",,,,,,,,"Other ",,,,,
,,,"gc","The Kenbe Foundation*",,,,"Genevieve Lynch, President","Personal address: 270 Broadway  Apt. 22A  New York NY           10007",,,,"Other ",,,,,
,,,"x","UPS Foundation",,,,,,"http://www.community.ups.com/foundation/",,,"Other ",,,,,"The UPS Foundation's goal is to deliver a better world by focusing on five areas:  Economic and Global Literacy; Environmental Sustainability; Nonprofit Effectiveness; Diversity; and Community Safety.  They have partnered with CARE in Haiti to support "
169,,,,"Canadian Feed the Children ","CFTC","B-0362",13-Oct-2004,"Gachette MADSEN","Delmas 29, rue chauveau # 10 à l'étage, 23, 1ère ruelle Jérémie, Bois Verna",,"413-4779",,"Water & Sanitation ","Goyavier (13e section communale de St. Marc)",,"Canadian",,
,,,"lo","CARIBBEAN HARVEST",,,,"Valentin Abe, Ph.D., valentin_abe@yahoo.com","2, Impasse Dessources, Vivy Mitchel, Pétion-ville, Haiti",,"3752-9540","Haiti","Water & Sanitation, Economic Development, ",,,"Haiti",,
301,,,,"Comité Protos Haïti","CPH","B-0329",23-Jul-2003,"M. Rosny SMATH","14, Rue H. Rimpel, P-au-P, cph.paup@yahoo.fr ",,"245-9937",,"Water & Sanitation ","Belladère et Localité",,"Haitian",,
,,,,"Community Coalition for Haiti","CCH",,,,,"www.cchaiti.org",,,"Water & Sanitation, Health, Economic Development","Pignon",,,,
328,,,,"Cooperative Housing Fondation ","CHF","B-0234",8-Apr-1996,"M. Brian OAKES                     ","10, rue MercierLaham, Delmas 60 www.chfhq.org       boakes@haiti.chfinternational.org",,"249-1449",,"Water & Sanitation, Environment, ","Haitï",,"American",,
,,,"lo","Gataphy",,,,"Patrick Vilaire, vilaire2000@yahoo.fr","3, V Latortue, Delmas 33.  Port-au-Prince-Haiti",,"3445-7532","Haiti","Water & Sanitation, Agriculture, ","North, St. Louis du Sud, Grand Goave, Petit Bois",,"Haiti",,
,,,"x","H20 for life",,,,"Patricia Hall","5527 Hugo Road, White Bear Lake, MN, 55110","www.h20forlifeschools.org","651.756.7577","USA","Water & Sanitation ",,,"USA",,"H2O for Life is committed to helping United States schools extend clean drinking water and sanitation to schools overseas. Through service learning projects, US schools raise 50% of the funds needed for Water, Hygiene and Sanitation projects. Non-governmental organizations raise the other 50% and implement projects in the developing world. In the process, American students become more knowledgeable and engaged in creating a better global community. "
576,,,,"Haiti Outreach / Collaboration avec Haiti ","HO/CH","B-0278",5-Jun-2001,"M. Kenneth Neil VAN DINE","Pignon, Rte Nationale #3 info@haitrioutreach.org",,"559-2019",,"Water & Sanitation ","North   : Pignon                        Centre: Hinche, Gran Latanye",,"American",,
,,,,"Integral Life Foundation",,,,,,"www.integrallifefoundation.com",,,"Water & Sanitation, Health, ",,,,,
687,,,,"Les Artisans de Paix International","API","B-0437",10-Mar-2008,"M. Jean Paul RIVEST","9, Delmas 38",,"3402-5419",,"Water & Sanitation ","Saint Jean du South (Cayes)",,"Canadian",,
,,,,"Nos Petits Freres et Soeurs/Nuestro Pequeno Hermanos ",,,,,,"www.nph.org",,"US","Water & Sanitation ",,,,,
,,,"gc","ONEXONE ",,,,,,"http://www.onexone.org/","416.256.1291",,"Water & Sanitation, Health, Education",,,,,
1025,,,,"Solidarités ","SOLIDARITES","B-0383",17-Jan-2006,"M. Denis ANGEVIN","6, Imp. Avallon, Rue Latortue, Delmas 60, Musseau",,"426-1160",,"Water & Sanitation ","Petit-Goâve, Aquin, Côte de Fer, Miragoâne",,"French",,
,,,"lo","Action Aid Haiti","AAH",,,"Jean-Claude Fignole, Country Director: jeanclaude.fignole@actionaid.org","6, Rue Marcadieu","www.actionaid.org","2943-384","Johannesburg, South Africa","Women's Programs, Food Security, Human Rights","Grande-Anse; South-East; Center; Port-au-Prince, Dominican Republic (Bani)",,"South Africa",,"ActionAid est une ONG internationale qui travaille en partenariat avec plus de 5 millions de pauvres dans plus de 30 pays à travers le monde. La vision d’ActionAid est un monde sans pauvreté dans lequel chacun peut exercer ses droits à une vie digne. Conformément à cette vision, Actionaid a pour mission de travailler avec les pauvres et les marginalisés pour éradiquer la pauvreté en surmontant l’injustice et l’inégalité qui en sont la cause. ActionAid vise à contribuer à l’institution d’une société haïtienne profondément transformée dans ses structures et gouvernée par un état décentralisé, non exclusif qui respecte les droits de l’homme et qui démontre une structure collective et démocratique. Les programmes et les projets abordent les causes structurelles de la pauvreté à travers le renforcement des capacités des communautés à exprimer leurs revendications.  Community based management of resources for the protection and regeneration of environment.  Empowerment of youth and other marginalized populations through education, arts & culture.  "
132,,,,"Association Women Sun of Haiti","AFASDA",,,,"Cap Haitian, rue 21, J-K, # 145",,"431 40 89","Haiti ","Women's Programs ",,,,,
167,,,,"Cabinet de Consultation de Formation et d'Assistance Légale ","COFAL","B-0270",25-Sep-2000,"Mme. Michèle Baudin MALETTE                                  Mme. Nadine R. FERRAULT                                            M. Raymond GUILLAUME","No. 24, Ave. John Brown,  à  l'étage, Lalue  ",,"223-6235",,"Women's Programs, Human Rights, ","Port-au-Prince",,"Haitian",,
,,,"x","Caritas Haiti","CARITAS",,,"Pere Serge Chadic, Jean Lucien","31 Delams 65, Port au Prince, Haiti","fritzmoise@yahoo.com,   www.fosref.org","3443-5990","Haiti","Women's Programs, Human Rights, Agriculture,","Acros the country",,"Haitian",,
306,,,,"Commission of Women Victims for Victims","KOFAVIV",,,"Marie Eramithe Delva, Malya Villard","Port au Prince, Haiti",,"2 445-28","Haiti","Women's Programs, Human Rights, ",,,,,
696,,,,"Lig Pouvwa Fanm","LIPOUFANM",,,"Colette Perodin Armenta","2 angle rue des marguerites, Port au Prince, Haiti","LIPOUFANM@HOTMAIL.COM","2257-1924",,"Women's Programs ",,,,,
"x",,,,"SANT PON AYITI",,,,,,"www.santponauiti.org",,"Haiti","Women's Programs ",,,,,
1019,,,,"Solidarite Fanm Ayisyen / Solidarity with Haitian Women","SOFA",,,"Marie-Frantz Joachim","Nazon, Rue Monplaisir, 1ere ruelle a gauche 1 bis, Port au Prince, Haiti",,"245 44 6","Haiti ","Women's Programs, Agriculture, Economic Development",,,,,
,,,"x","Vital Voices",,,,"Eugenia Podesta","1625 Massachusetts Ave NW, Suite 850, Washington, DC, 20036","www.vitalvoices.org","202.861.2625","USA","Women's Programs, Human Rights, Advacy & Policy",,,,,"Vital Voices Global Partnership identifies, trains, and empowers emerging women leaders and social entrepreneurs around the globe. Vital Voices hosts an annual leadership summit for international experts and a select group of women leaders from Latin America and the Caribbean. Each year, the Summit focuses on a different set of key issues affecting the region and includes a training of trainers program."
"x",,,,"Women's International League for Peace and Freedom","WILPF",,,"joanwdrake@aol.com, haitiwilpf@haitioye.net","565 Boylston St., 2nd Floor, Boston, MA 02116",,"617-266-0999","advocacy, political","Women's Programs ",,,,,
"x",,,,"GROUPE DE RECHERCHE ET D'APPUI AU FAR WEST","GRAF","-",,,,,,," ",,,,,
,,,,,,,,,,,,," ",,,,,
,,,,,,,,,,,,," ",,,,,
,,,,,,,,,,,,," ",,,,,
,,,,,,,,,,,,," ",,,,,
,,,,,,,,,,,,," ",,,,,
,,,,,,,,,,,,," ",,,,,
,,,,,,,,,,,,," ",,,,,
,,,,,,,,,,,,," ",,,,,
